Timestamp (s),Player_Name,X_Pitch (m),Y_Pitch (m),Speed (km/h),Heart_Rate (bpm),Acceleration_m/s2
668.1,Lucas Gabriel (Volante),45.59,53.9,14.1,166,15.27
668.2,Lucas Gabriel (Volante),54.46,37.98,2.9,151,-31.27
668.3,Lucas Gabriel (Volante),65.88,47.36,9.3,162,17.66
668.4,Lucas Gabriel (Volante),40.64,38.11,8.1,159,-3.08
668.5,Lucas Gabriel (Volante),70.8,49.01,8.4,160,0.66
668.6,Lucas Gabriel (Volante),63.69,50.07,6.9,158,-4.08
668.7,Lucas Gabriel (Volante),61.75,34.43,14.2,170,20.29
668.8,Lucas Gabriel (Volante),57.74,56.38,2.0,143,-33.83
668.9,Lucas Gabriel (Volante),65.51,42.7,11.7,165,26.85
669.0,Lucas Gabriel (Volante),46.42,29.83,5.0,153,-18.69
669.1,Lucas Gabriel (Volante),58.61,31.71,0.9,147,-11.45
669.2,Lucas Gabriel (Volante),61.32,54.1,10.8,167,27.55
669.3,Lucas Gabriel (Volante),73.88,51.24,11.1,163,0.84
669.4,Lucas Gabriel (Volante),55.32,50.43,14.5,165,9.48
669.5,Lucas Gabriel (Volante),59.5,35.14,9.2,151,-14.71
669.6,Lucas Gabriel (Volante),56.97,34.35,12.8,163,10.05
669.7,Lucas Gabriel (Volante),53.95,26.74,12.5,165,-0.75
669.8,Lucas Gabriel (Volante),68.74,37.3,9.6,155,-8.1
669.9,Lucas Gabriel (Volante),50.78,38.34,3.9,155,-15.94
670.0,Lucas Gabriel (Volante),45.58,51.34,28.7,194,68.97
670.1,Lucas Gabriel (Volante),60.86,36.68,12.6,164,-44.81
670.2,Lucas Gabriel (Volante),53.38,38.31,5.4,152,-19.94
670.3,Lucas Gabriel (Volante),59.5,41.65,7.6,155,5.98
670.4,Lucas Gabriel (Volante),63.84,48.78,2.0,155,-15.52
670.5,Lucas Gabriel (Volante),58.13,55.16,12.7,168,29.84
670.6,Lucas Gabriel (Volante),60.89,33.43,5.1,146,-21.08
670.7,Lucas Gabriel (Volante),43.62,39.61,11.5,162,17.77
670.8,Lucas Gabriel (Volante),62.92,41.16,12.3,170,2.18
670.9,Lucas Gabriel (Volante),58.43,36.49,11.5,165,-2.26
671.0,Lucas Gabriel (Volante),73.36,34.09,9.4,155,-5.71
671.1,Lucas Gabriel (Volante),65.28,36.52,13.0,163,9.82
671.2,Lucas Gabriel (Volante),46.76,30.26,8.6,156,-12.06
671.3,Lucas Gabriel (Volante),63.29,35.25,13.2,160,12.58
671.4,Lucas Gabriel (Volante),45.99,31.22,7.3,164,-16.32
671.5,Lucas Gabriel (Volante),65.22,40.02,14.0,170,18.56
671.6,Lucas Gabriel (Volante),71.72,37.07,10.0,161,-11.12
671.7,Lucas Gabriel (Volante),73.49,35.55,8.9,159,-2.95
671.8,Lucas Gabriel (Volante),54.35,40.96,9.1,164,0.55
671.9,Lucas Gabriel (Volante),62.2,18.41,13.8,164,13.16
672.0,Lucas Gabriel (Volante),65.31,36.02,7.3,159,-18.26
672.1,Lucas Gabriel (Volante),59.11,41.96,10.1,168,7.81
672.2,Lucas Gabriel (Volante),44.03,48.83,5.0,154,-13.96
672.3,Lucas Gabriel (Volante),62.54,48.81,7.1,158,5.74
672.4,Lucas Gabriel (Volante),62.74,48.86,11.1,161,11.13
672.5,Lucas Gabriel (Volante),58.61,28.29,6.5,152,-12.78
672.6,Lucas Gabriel (Volante),48.34,51.73,12.9,160,17.65
672.7,Lucas Gabriel (Volante),58.5,41.33,14.9,168,5.52
672.8,Lucas Gabriel (Volante),67.49,38.43,6.7,149,-22.62
672.9,Lucas Gabriel (Volante),61.47,41.26,6.8,152,0.23
673.0,Lucas Gabriel (Volante),62.65,67.85,12.6,161,16.09
673.1,Lucas Gabriel (Volante),55.01,41.48,10.2,162,-6.54
673.2,Lucas Gabriel (Volante),61.0,41.04,3.1,146,-19.7
673.3,Lucas Gabriel (Volante),45.19,48.13,5.7,153,7.05
673.4,Lucas Gabriel (Volante),56.95,36.3,9.6,154,10.9
673.5,Lucas Gabriel (Volante),57.7,33.58,16.8,170,20.03
673.6,Lucas Gabriel (Volante),61.3,50.08,12.9,168,-10.97
673.7,Lucas Gabriel (Volante),49.28,26.44,19.1,172,17.34
673.8,Lucas Gabriel (Volante),60.78,39.9,9.1,153,-27.8
673.9,Lucas Gabriel (Volante),71.39,39.53,0.5,146,-23.96
674.0,Lucas Gabriel (Volante),59.45,32.41,19.0,180,51.35
674.1,Lucas Gabriel (Volante),58.39,28.57,5.2,151,-38.2
674.2,Lucas Gabriel (Volante),77.9,36.87,3.3,150,-5.25
674.3,Lucas Gabriel (Volante),49.7,43.36,12.5,159,25.54
674.4,Lucas Gabriel (Volante),62.41,48.1,14.7,165,5.96
674.5,Lucas Gabriel (Volante),71.34,33.54,14.0,163,-1.82
674.6,Lucas Gabriel (Volante),54.83,35.59,10.8,163,-9.04
674.7,Lucas Gabriel (Volante),66.59,53.91,1.5,144,-25.68
674.8,Lucas Gabriel (Volante),59.31,38.15,10.4,159,24.7
674.9,Lucas Gabriel (Volante),49.18,37.4,14.5,167,11.43
675.0,Lucas Gabriel (Volante),55.0,50.0,10.9,153,-10.16
675.1,Lucas Gabriel (Volante),57.43,25.54,8.9,161,-5.37
675.2,Lucas Gabriel (Volante),52.81,26.12,13.1,159,11.71
675.3,Lucas Gabriel (Volante),41.46,52.91,12.9,159,-0.6
675.4,Lucas Gabriel (Volante),55.47,36.5,7.4,151,-15.36
675.5,Lucas Gabriel (Volante),47.41,33.7,10.9,167,9.8
675.6,Lucas Gabriel (Volante),65.63,37.59,8.7,163,-6.24
675.7,Lucas Gabriel (Volante),61.0,35.77,10.1,156,3.84
675.8,Lucas Gabriel (Volante),47.64,35.67,8.9,164,-3.35
675.9,Lucas Gabriel (Volante),59.34,39.7,7.9,163,-2.68
676.0,Lucas Gabriel (Volante),47.16,51.3,6.1,154,-4.92
676.1,Lucas Gabriel (Volante),53.98,37.24,10.7,169,12.77
676.2,Lucas Gabriel (Volante),50.45,33.81,11.6,167,2.4
676.3,Lucas Gabriel (Volante),61.95,40.06,6.7,154,-13.57
676.4,Lucas Gabriel (Volante),46.89,54.18,4.6,154,-5.76
676.5,Lucas Gabriel (Volante),65.87,37.14,8.6,155,10.99
676.6,Lucas Gabriel (Volante),67.73,33.63,8.0,155,-1.62
676.7,Lucas Gabriel (Volante),57.43,20.89,13.0,163,13.95
676.8,Lucas Gabriel (Volante),48.37,33.65,13.0,160,0.04
676.9,Lucas Gabriel (Volante),41.75,31.61,4.0,151,-25.02
677.0,Lucas Gabriel (Volante),64.91,31.69,8.2,149,11.52
677.1,Lucas Gabriel (Volante),74.56,41.02,10.3,161,5.87
677.2,Lucas Gabriel (Volante),57.41,37.85,7.5,154,-7.59
677.3,Lucas Gabriel (Volante),47.62,53.92,14.6,169,19.62
677.4,Lucas Gabriel (Volante),47.62,44.12,3.0,147,-32.23
677.5,Lucas Gabriel (Volante),67.32,50.61,6.3,155,9.12
677.6,Lucas Gabriel (Volante),58.54,39.78,9.2,157,8.17
677.7,Lucas Gabriel (Volante),49.81,33.99,6.0,149,-8.85
677.8,Lucas Gabriel (Volante),74.9,45.58,7.4,156,3.69
677.9,Lucas Gabriel (Volante),67.71,32.94,1.7,147,-15.73
678.0,Lucas Gabriel (Volante),61.81,51.69,13.9,169,33.73
678.1,Lucas Gabriel (Volante),52.45,34.13,11.4,167,-6.94
678.2,Lucas Gabriel (Volante),65.38,46.52,0.9,155,-28.95
678.3,Lucas Gabriel (Volante),67.58,41.16,13.0,165,33.47
678.4,Lucas Gabriel (Volante),54.82,31.38,8.1,158,-13.55
678.5,Lucas Gabriel (Volante),67.14,49.61,7.5,157,-1.8
678.6,Lucas Gabriel (Volante),67.36,56.62,9.6,156,5.87
678.7,Lucas Gabriel (Volante),59.61,33.46,7.4,154,-6.06
678.8,Lucas Gabriel (Volante),49.45,36.15,8.9,160,4.17
678.9,Lucas Gabriel (Volante),50.57,40.44,4.9,157,-10.99
679.0,Lucas Gabriel (Volante),46.58,46.35,7.5,161,7.21
679.1,Lucas Gabriel (Volante),69.5,48.87,6.1,153,-3.9
679.2,Lucas Gabriel (Volante),45.84,35.17,10.9,158,13.24
679.3,Lucas Gabriel (Volante),57.67,44.47,8.5,163,-6.52
679.4,Lucas Gabriel (Volante),48.35,35.99,8.7,155,0.41
679.5,Lucas Gabriel (Volante),73.11,33.61,5.1,147,-9.95
679.6,Lucas Gabriel (Volante),47.65,35.67,11.7,163,18.38
679.7,Lucas Gabriel (Volante),61.08,26.83,10.8,159,-2.63
679.8,Lucas Gabriel (Volante),46.05,47.74,13.7,165,8.06
679.9,Lucas Gabriel (Volante),64.94,42.24,10.4,159,-9.21
680.0,Lucas Gabriel (Volante),69.31,55.58,8.7,157,-4.69
680.1,Lucas Gabriel (Volante),57.99,47.28,11.5,161,7.75
680.2,Lucas Gabriel (Volante),57.35,36.91,6.1,156,-14.8
680.3,Lucas Gabriel (Volante),65.72,31.71,7.3,156,3.15
680.4,Lucas Gabriel (Volante),51.71,55.64,6.8,155,-1.21
680.5,Lucas Gabriel (Volante),65.92,22.82,14.0,167,19.83
680.6,Lucas Gabriel (Volante),62.58,37.66,8.6,161,-14.88
680.7,Lucas Gabriel (Volante),45.37,35.52,9.5,154,2.36
680.8,Lucas Gabriel (Volante),71.57,33.53,6.5,151,-8.28
680.9,Lucas Gabriel (Volante),59.73,32.35,10.1,153,10.12
681.0,Lucas Gabriel (Volante),55.51,29.32,8.9,158,-3.49
681.1,Lucas Gabriel (Volante),61.33,33.04,14.5,164,15.54
681.2,Lucas Gabriel (Volante),53.88,41.03,8.5,153,-16.47
681.3,Lucas Gabriel (Volante),57.08,42.64,11.7,162,8.64
681.4,Lucas Gabriel (Volante),66.8,32.82,5.1,148,-18.09
681.5,Lucas Gabriel (Volante),65.42,35.57,9.3,161,11.64
681.6,Lucas Gabriel (Volante),63.49,30.84,10.4,160,3.06
681.7,Lucas Gabriel (Volante),51.92,41.07,5.3,151,-14.41
681.8,Lucas Gabriel (Volante),53.8,40.07,9.9,160,13.02
681.9,Lucas Gabriel (Volante),63.01,42.67,4.6,153,-14.84
682.0,Lucas Gabriel (Volante),62.35,33.85,0.2,144,-12.25
682.1,Lucas Gabriel (Volante),51.25,34.06,9.7,158,26.54
682.2,Lucas Gabriel (Volante),54.18,40.76,13.0,163,9.05
682.3,Lucas Gabriel (Volante),59.53,45.7,0.6,148,-34.57
682.4,Lucas Gabriel (Volante),59.14,31.69,12.0,156,31.74
682.5,Lucas Gabriel (Volante),67.39,33.01,13.4,164,4.0
682.6,Lucas Gabriel (Volante),46.54,24.43,0.9,151,-34.78
682.7,Lucas Gabriel (Volante),47.51,31.17,8.5,161,21.2
682.8,Lucas Gabriel (Volante),68.03,38.18,4.0,152,-12.56
682.9,Lucas Gabriel (Volante),64.94,30.4,16.9,172,35.88
683.0,Lucas Gabriel (Volante),59.64,44.25,9.3,168,-21.16
683.1,Lucas Gabriel (Volante),56.29,41.25,2.2,149,-19.66
683.2,Lucas Gabriel (Volante),60.53,54.07,12.7,162,29.1
683.3,Lucas Gabriel (Volante),59.66,50.35,7.4,161,-14.62
683.4,Lucas Gabriel (Volante),60.35,43.07,9.1,159,4.59
683.5,Lucas Gabriel (Volante),53.94,22.7,4.7,144,-12.15
683.6,Lucas Gabriel (Volante),62.82,39.84,12.0,163,20.19
683.7,Lucas Gabriel (Volante),62.78,52.03,11.1,163,-2.48
683.8,Lucas Gabriel (Volante),66.31,45.32,12.1,159,2.85
683.9,Lucas Gabriel (Volante),61.08,42.94,30.3,198,50.51
684.0,Lucas Gabriel (Volante),57.42,37.36,5.4,150,-69.3
684.1,Lucas Gabriel (Volante),60.8,29.52,12.4,161,19.54
684.2,Lucas Gabriel (Volante),66.65,44.35,13.1,168,1.96
684.3,Lucas Gabriel (Volante),56.42,36.49,1.7,150,-31.79
684.4,Lucas Gabriel (Volante),57.21,43.72,10.4,161,24.23
684.5,Lucas Gabriel (Volante),60.32,32.88,10.0,161,-1.0
684.6,Lucas Gabriel (Volante),63.92,56.39,9.0,157,-2.69
684.7,Lucas Gabriel (Volante),60.36,39.18,11.5,160,6.91
684.8,Lucas Gabriel (Volante),60.6,37.99,0.8,141,-29.75
684.9,Lucas Gabriel (Volante),51.25,33.34,15.8,176,41.64
685.0,Lucas Gabriel (Volante),59.17,25.4,18.4,167,7.24
685.1,Lucas Gabriel (Volante),73.7,44.49,10.0,159,-23.35
685.2,Lucas Gabriel (Volante),65.19,34.74,11.0,156,2.85
685.3,Lucas Gabriel (Volante),52.61,37.18,6.0,153,-14.01
685.4,Lucas Gabriel (Volante),54.48,35.01,12.0,164,16.54
685.5,Lucas Gabriel (Volante),47.74,32.64,8.9,158,-8.5
685.6,Lucas Gabriel (Volante),72.63,36.27,8.1,164,-2.14
685.7,Lucas Gabriel (Volante),49.86,40.51,8.2,159,0.23
685.8,Lucas Gabriel (Volante),40.32,31.0,5.3,153,-8.0
685.9,Lucas Gabriel (Volante),43.85,40.36,14.2,168,24.7
686.0,Lucas Gabriel (Volante),59.34,28.8,15.5,166,3.62
686.1,Lucas Gabriel (Volante),53.39,36.5,5.8,152,-27.09
686.2,Lucas Gabriel (Volante),55.26,41.02,10.7,155,13.75
686.3,Lucas Gabriel (Volante),58.28,38.76,12.2,167,4.18
686.4,Lucas Gabriel (Volante),54.98,27.96,4.8,153,-20.58
686.5,Lucas Gabriel (Volante),51.42,13.8,6.8,158,5.66
686.6,Lucas Gabriel (Volante),66.47,45.29,6.6,160,-0.66
686.7,Lucas Gabriel (Volante),62.91,45.76,13.7,165,19.78
686.8,Lucas Gabriel (Volante),36.07,43.01,12.6,162,-3.02
686.9,Lucas Gabriel (Volante),48.21,36.16,11.8,163,-2.35
687.0,Lucas Gabriel (Volante),48.05,38.31,7.4,155,-12.1
687.1,Lucas Gabriel (Volante),58.62,37.64,10.4,157,8.14
687.2,Lucas Gabriel (Volante),60.27,44.65,13.6,164,8.96
687.3,Lucas Gabriel (Volante),56.54,40.64,14.8,168,3.36
687.4,Lucas Gabriel (Volante),53.29,42.04,5.9,150,-24.8
687.5,Lucas Gabriel (Volante),66.44,53.55,0.7,139,-14.43
687.6,Lucas Gabriel (Volante),60.61,30.61,4.4,145,10.4
687.7,Lucas Gabriel (Volante),49.05,38.02,6.9,157,6.94
687.8,Lucas Gabriel (Volante),51.86,32.97,10.1,159,8.69
687.9,Lucas Gabriel (Volante),52.25,34.34,11.1,162,2.91
688.0,Lucas Gabriel (Volante),57.27,40.17,8.7,157,-6.57
688.1,Lucas Gabriel (Volante),59.14,30.59,10.5,162,4.85
688.2,Lucas Gabriel (Volante),60.21,25.65,11.6,166,3.13
688.3,Lucas Gabriel (Volante),49.77,26.48,6.6,157,-13.95
688.4,Lucas Gabriel (Volante),47.14,44.54,7.3,150,2.06
688.5,Lucas Gabriel (Volante),59.85,31.89,11.2,158,10.77
688.6,Lucas Gabriel (Volante),64.85,37.19,10.6,162,-1.62
688.7,Lucas Gabriel (Volante),70.67,39.62,3.7,147,-19.13
688.8,Lucas Gabriel (Volante),63.15,48.93,12.1,167,23.13
688.9,Lucas Gabriel (Volante),53.04,39.61,9.5,164,-7.16
689.0,Lucas Gabriel (Volante),64.37,41.52,4.8,157,-12.94
689.1,Lucas Gabriel (Volante),56.55,29.29,8.1,156,9.16
689.2,Lucas Gabriel (Volante),47.54,37.47,8.1,159,-0.1
689.3,Lucas Gabriel (Volante),58.99,33.54,5.4,152,-7.48
689.4,Lucas Gabriel (Volante),60.81,38.31,9.5,165,11.41
689.5,Lucas Gabriel (Volante),70.53,41.85,10.1,160,1.7
689.6,Lucas Gabriel (Volante),57.55,38.46,13.9,172,10.58
689.7,Lucas Gabriel (Volante),52.76,34.97,2.5,139,-31.88
689.8,Lucas Gabriel (Volante),42.03,43.24,9.5,156,19.57
689.9,Lucas Gabriel (Volante),51.3,38.23,7.1,154,-6.56
690.0,Lucas Gabriel (Volante),50.53,35.6,7.6,165,1.35
690.1,Lucas Gabriel (Volante),72.99,31.96,17.2,165,26.51
690.2,Lucas Gabriel (Volante),55.81,44.98,13.1,165,-11.21
690.3,Lucas Gabriel (Volante),56.96,37.84,13.6,167,1.37
690.4,Lucas Gabriel (Volante),66.41,38.01,10.1,164,-9.84
690.5,Lucas Gabriel (Volante),60.18,31.78,9.5,156,-1.65
690.6,Lucas Gabriel (Volante),51.95,59.12,4.4,145,-14.18
690.7,Lucas Gabriel (Volante),66.74,11.44,15.8,172,31.82
690.8,Lucas Gabriel (Volante),49.7,35.11,5.2,157,-29.68
690.9,Lucas Gabriel (Volante),60.7,34.18,10.7,160,15.38
691.0,Lucas Gabriel (Volante),47.72,46.27,7.5,156,-9.02
691.1,Lucas Gabriel (Volante),55.85,34.81,7.6,148,0.46
691.2,Lucas Gabriel (Volante),65.34,40.63,3.3,157,-12.06
691.3,Lucas Gabriel (Volante),64.93,37.09,10.1,164,19.06
691.4,Lucas Gabriel (Volante),67.33,56.97,1.7,143,-23.51
691.5,Lucas Gabriel (Volante),80.42,41.66,0.9,150,-2.29
691.6,Lucas Gabriel (Volante),53.4,33.72,6.7,146,16.3
691.7,Lucas Gabriel (Volante),48.12,47.27,10.7,160,11.15
691.8,Lucas Gabriel (Volante),60.87,36.48,4.4,150,-17.71
691.9,Lucas Gabriel (Volante),49.48,56.17,1.1,142,-9.02
692.0,Lucas Gabriel (Volante),48.63,54.75,16.3,169,42.27
692.1,Lucas Gabriel (Volante),56.24,42.75,17.2,170,2.29
692.2,Lucas Gabriel (Volante),74.65,40.29,11.7,165,-15.21
692.3,Lucas Gabriel (Volante),64.36,33.11,7.5,163,-11.73
692.4,Lucas Gabriel (Volante),60.14,47.3,11.1,163,10.03
692.5,Lucas Gabriel (Volante),45.56,54.95,11.6,171,1.51
692.6,Lucas Gabriel (Volante),50.73,37.47,11.2,162,-1.03
692.7,Lucas Gabriel (Volante),69.67,42.2,12.0,159,2.06
692.8,Lucas Gabriel (Volante),56.16,47.6,11.3,159,-1.91
692.9,Lucas Gabriel (Volante),75.75,48.43,7.6,156,-10.25
693.0,Lucas Gabriel (Volante),60.03,35.81,9.2,155,4.54
693.1,Lucas Gabriel (Volante),55.4,42.98,12.1,166,7.99
693.2,Lucas Gabriel (Volante),56.46,59.93,10.7,160,-3.96
693.3,Lucas Gabriel (Volante),56.85,41.87,12.6,165,5.26
693.4,Lucas Gabriel (Volante),47.27,46.19,5.5,149,-19.52
693.5,Lucas Gabriel (Volante),64.87,44.97,10.2,163,12.98
693.6,Lucas Gabriel (Volante),65.81,41.37,5.8,151,-12.38
693.7,Lucas Gabriel (Volante),55.53,28.52,9.3,163,9.8
693.8,Lucas Gabriel (Volante),58.9,58.65,6.3,151,-8.32
693.9,Lucas Gabriel (Volante),68.04,42.04,7.8,154,4.23
694.0,Lucas Gabriel (Volante),75.9,44.37,12.7,160,13.5
694.1,Lucas Gabriel (Volante),69.72,40.2,11.3,156,-3.92
694.2,Lucas Gabriel (Volante),59.34,48.82,5.0,157,-17.34
694.3,Lucas Gabriel (Volante),46.46,34.18,7.1,160,5.78
694.4,Lucas Gabriel (Volante),42.22,27.26,12.3,166,14.49
694.5,Lucas Gabriel (Volante),58.96,39.18,16.4,168,11.47
694.6,Lucas Gabriel (Volante),50.86,44.25,12.4,157,-11.29
694.7,Lucas Gabriel (Volante),57.56,35.14,6.4,158,-16.67
694.8,Lucas Gabriel (Volante),60.38,34.35,8.3,153,5.42
694.9,Lucas Gabriel (Volante),62.85,43.76,10.4,157,5.63
695.0,Lucas Gabriel (Volante),47.17,33.72,10.3,160,-0.09
695.1,Lucas Gabriel (Volante),52.41,48.75,9.8,162,-1.53
695.2,Lucas Gabriel (Volante),53.55,38.89,5.5,155,-11.99
695.3,Lucas Gabriel (Volante),61.13,41.44,7.2,159,4.9
695.4,Lucas Gabriel (Volante),59.97,29.47,10.0,154,7.71
695.5,Lucas Gabriel (Volante),80.67,51.43,7.3,155,-7.4
695.6,Lucas Gabriel (Volante),39.21,43.48,12.9,166,15.55
695.7,Lucas Gabriel (Volante),64.86,46.16,1.9,141,-30.67
695.8,Lucas Gabriel (Volante),65.52,25.64,14.1,165,33.85
695.9,Lucas Gabriel (Volante),50.62,30.72,17.4,171,9.19
696.0,Lucas Gabriel (Volante),55.7,42.68,10.5,155,-19.13
696.1,Lucas Gabriel (Volante),73.3,30.54,6.0,155,-12.49
696.2,Lucas Gabriel (Volante),52.7,33.26,15.4,170,26.05
696.3,Lucas Gabriel (Volante),53.04,48.74,7.7,155,-21.23
696.4,Lucas Gabriel (Volante),60.01,36.08,5.9,159,-5.17
696.5,Lucas Gabriel (Volante),63.68,43.88,10.3,163,12.15
696.6,Lucas Gabriel (Volante),66.47,30.46,13.7,163,9.51
696.7,Lucas Gabriel (Volante),66.76,47.42,16.8,172,8.59
696.8,Lucas Gabriel (Volante),64.61,27.07,6.6,147,-28.23
696.9,Lucas Gabriel (Volante),43.14,43.67,9.5,165,8.08
697.0,Lucas Gabriel (Volante),58.07,60.69,9.4,161,-0.24
697.1,Lucas Gabriel (Volante),61.82,32.94,7.1,157,-6.37
697.2,Lucas Gabriel (Volante),61.05,36.12,10.0,156,7.98
697.3,Lucas Gabriel (Volante),51.0,53.14,11.2,157,3.4
697.4,Lucas Gabriel (Volante),49.12,41.54,10.3,164,-2.66
697.5,Lucas Gabriel (Volante),50.25,28.37,5.3,154,-13.95
697.6,Lucas Gabriel (Volante),61.32,41.11,9.3,160,11.21
697.7,Lucas Gabriel (Volante),66.36,39.66,4.5,154,-13.33
697.8,Lucas Gabriel (Volante),59.24,34.76,2.7,146,-5.08
697.9,Lucas Gabriel (Volante),50.19,34.11,8.9,157,17.36
698.0,Lucas Gabriel (Volante),58.79,48.12,10.8,161,5.29
698.1,Lucas Gabriel (Volante),49.3,33.21,9.1,155,-4.72
698.2,Lucas Gabriel (Volante),49.63,28.84,7.8,158,-3.72
698.3,Lucas Gabriel (Volante),55.55,33.48,10.2,159,6.83
698.4,Lucas Gabriel (Volante),47.12,47.93,15.9,168,15.62
698.5,Lucas Gabriel (Volante),49.2,36.12,9.9,160,-16.5
698.6,Lucas Gabriel (Volante),71.73,35.67,17.8,172,21.81
698.7,Lucas Gabriel (Volante),42.67,39.74,8.3,157,-26.23
698.8,Lucas Gabriel (Volante),53.82,46.02,8.5,150,0.62
698.9,Lucas Gabriel (Volante),55.63,54.22,10.0,159,4.08
699.0,Lucas Gabriel (Volante),67.82,46.74,0.7,146,-25.88
699.1,Lucas Gabriel (Volante),60.11,59.43,9.6,155,24.64
699.2,Lucas Gabriel (Volante),56.79,43.81,5.0,149,-12.75
699.3,Lucas Gabriel (Volante),51.64,37.68,11.9,170,19.17
699.4,Lucas Gabriel (Volante),65.4,49.93,6.7,157,-14.43
699.5,Lucas Gabriel (Volante),52.04,44.81,6.4,154,-0.78
699.6,Lucas Gabriel (Volante),59.5,49.49,9.6,155,8.79
699.7,Lucas Gabriel (Volante),55.6,49.16,6.3,154,-9.16
699.8,Lucas Gabriel (Volante),62.81,39.55,6.1,162,-0.55
699.9,Lucas Gabriel (Volante),73.56,36.56,8.8,156,7.54
700.0,Lucas Gabriel (Volante),64.35,41.06,14.6,166,16.27
700.1,Lucas Gabriel (Volante),58.16,27.71,8.2,150,-17.89
700.2,Lucas Gabriel (Volante),71.63,37.67,17.9,167,26.88
700.3,Lucas Gabriel (Volante),72.78,28.38,13.8,164,-11.26
700.4,Lucas Gabriel (Volante),68.09,45.79,7.6,157,-17.31
700.5,Lucas Gabriel (Volante),59.42,49.9,10.5,169,7.92
700.6,Lucas Gabriel (Volante),52.73,42.57,10.4,158,-0.22
700.7,Lucas Gabriel (Volante),39.72,39.19,8.6,157,-5.05
700.8,Lucas Gabriel (Volante),59.1,38.7,10.2,161,4.59
700.9,Lucas Gabriel (Volante),66.06,51.11,5.0,151,-14.36
701.0,Lucas Gabriel (Volante),45.41,49.92,14.1,167,25.04
701.1,Lucas Gabriel (Volante),61.88,33.03,9.3,163,-13.24
701.2,Lucas Gabriel (Volante),53.79,40.32,12.9,171,10.04
701.3,Lucas Gabriel (Volante),59.67,44.43,7.0,146,-16.43
701.4,Lucas Gabriel (Volante),53.24,41.36,16.8,165,27.33
701.5,Lucas Gabriel (Volante),51.57,29.31,8.1,155,-24.32
701.6,Lucas Gabriel (Volante),56.64,19.65,5.8,154,-6.23
701.7,Lucas Gabriel (Volante),47.0,44.03,0.7,143,-14.26
701.8,Lucas Gabriel (Volante),68.71,24.74,9.6,158,24.88
701.9,Lucas Gabriel (Volante),54.47,36.19,12.0,164,6.63
702.0,Lucas Gabriel (Volante),45.6,47.72,12.5,156,1.22
702.1,Lucas Gabriel (Volante),53.86,45.94,9.1,154,-9.25
702.2,Lucas Gabriel (Volante),63.42,33.4,4.9,156,-11.82
702.3,Lucas Gabriel (Volante),53.5,48.16,15.5,165,29.36
702.4,Lucas Gabriel (Volante),62.78,45.17,8.0,163,-20.81
702.5,Lucas Gabriel (Volante),50.98,34.31,1.0,147,-19.37
702.6,Lucas Gabriel (Volante),55.35,54.87,8.4,164,20.57
702.7,Lucas Gabriel (Volante),58.62,44.0,1.1,151,-20.41
702.8,Lucas Gabriel (Volante),75.75,33.11,1.0,145,-0.24
702.9,Lucas Gabriel (Volante),51.39,20.79,7.0,149,16.86
703.0,Lucas Gabriel (Volante),60.83,42.89,28.3,189,58.94
703.1,Lucas Gabriel (Volante),61.67,34.58,6.5,153,-60.34
703.2,Lucas Gabriel (Volante),71.02,40.13,8.5,157,5.53
703.3,Lucas Gabriel (Volante),70.37,37.89,4.1,149,-12.37
703.4,Lucas Gabriel (Volante),55.73,19.41,11.2,156,19.85
703.5,Lucas Gabriel (Volante),49.24,34.64,4.9,154,-17.61
703.6,Lucas Gabriel (Volante),46.62,31.11,6.9,152,5.72
703.7,Lucas Gabriel (Volante),59.33,35.38,10.4,157,9.7
703.8,Lucas Gabriel (Volante),65.31,34.26,15.5,167,14.19
703.9,Lucas Gabriel (Volante),65.54,40.53,6.8,159,-24.38
704.0,Lucas Gabriel (Volante),56.01,43.96,6.8,154,0.02
704.1,Lucas Gabriel (Volante),57.92,47.39,12.1,159,14.82
704.2,Lucas Gabriel (Volante),71.64,15.84,8.8,158,-9.12
704.3,Lucas Gabriel (Volante),51.37,53.43,9.0,163,0.57
704.4,Lucas Gabriel (Volante),41.81,24.61,10.0,163,2.84
704.5,Lucas Gabriel (Volante),69.94,42.02,6.2,147,-10.55
704.6,Lucas Gabriel (Volante),47.64,30.57,9.7,160,9.64
704.7,Lucas Gabriel (Volante),55.56,42.81,17.5,176,21.51
704.8,Lucas Gabriel (Volante),59.32,23.3,8.4,158,-25.03
704.9,Lucas Gabriel (Volante),53.67,52.26,17.3,164,24.55
705.0,Lucas Gabriel (Volante),67.2,35.79,2.9,142,-39.99
705.1,Lucas Gabriel (Volante),79.68,44.04,8.0,153,14.13
705.2,Lucas Gabriel (Volante),50.33,33.02,9.0,152,2.76
705.3,Lucas Gabriel (Volante),58.96,51.36,3.4,145,-15.45
705.4,Lucas Gabriel (Volante),58.79,27.23,7.8,151,12.19
705.5,Lucas Gabriel (Volante),60.31,17.47,6.1,153,-4.7
705.6,Lucas Gabriel (Volante),55.2,54.26,6.1,151,-0.12
705.7,Lucas Gabriel (Volante),52.66,29.89,9.2,158,8.72
705.8,Lucas Gabriel (Volante),50.61,40.19,15.5,170,17.43
705.9,Lucas Gabriel (Volante),51.91,52.13,11.5,157,-11.16
706.0,Lucas Gabriel (Volante),53.87,35.84,12.3,169,2.42
706.1,Lucas Gabriel (Volante),36.17,40.48,10.2,163,-6.02
